titulo,autor,ano,paginas,editora,rating,avaliacao,resenha,abandonos,relendo,lendo,querem_ler,leram,genero,male,female
A vida não é justa,Andréa Pachá,2019,224,Intrínseca,4.3,477,34,3,2,68,1,661,"Ao narrar casos de separações, guarda dos filhos, partilhas de bens, paternidade, histórias de amor, reencontros e desencontros, a obra explora situações em que é difícil definir o responsável: o que sentem os casais que testemunham, impotentes, o fim da pró pria relação; como partilhar os bens quando não há mais amor para ser dividido; é possível tentar mais uma vez depois que a confiança, antes tão firme, parece escorrer por entre os dedos?Crônicas / Literatura Brasileira ",21,79
Virada no jogo,John Heilemann,2011,464,Intrínseca,4.1,68,5,14,1,14,236,96,Literatura Estrangeira / Não-ficção / Política ,48,52
O Conhecimento da Dor,Carlo Emilio Gadda,1993,224,Rocco,3.3,3,0,2,0,0,26,4,Literatura Estrangeira ,50,50
Cinquenta tons de liberdade,E.L. James,2014,496,Intrínseca,4.0,31,670,1,149,1,13,66,Literatura Estrangeira / Erótico / Ficção / Romance ,6,94
O Resgate No Mar,Diana Gabaldon,2007,454,Rocco,4.6,2,154,24,1,199,5,4,Fantasia / Ficção científica / Literatura Estrangeira / Romance ,7,93
Como o Segredo Mudou Minha Vida,Rhonda Byrne,2016,272,Sextante,4.2,69,4,6,2,25,1,118,Autoajuda / Literatura Estrangeira ,19,81
Originais,Jennifer L. Armentrout,2017,384,Valentina,4.4,1,105,23,4,90,1,2," Quando as verdades vierem à tona e as mentiras forem enfim desmascaradas, de que lado o Daemon e a Katy decidirão ficar? E será que eles conseguirão, pelo menos, continuar juntos?Fantasia / Ficção científica / Literatura Estrangeira / Romance ",4,96
Como Fazer Apresentações Irresistíveis,Alison Lester,2009,160,Universo,3.9,16,0,4,1,7,35,36,Vença o medo de falar em públicoPlaneje a palestraManeiras para controlar o seu nervosismoComo cativar o públicoAprenda a lidar com pergunta difíceisDicas de linguagem corporalE muito mais!!!  ,54,46
Como eu era antes de você,Jojo Moyes,2013,320,Intrínseca,4.5,57,2,1,164,4,57,112,Literatura Estrangeira / Romance / Ficção ,6,94
Os Corruptores,Jorge Zepeda Patterson,2014,344,Planeta,4.0,14,0,0,0,7,41,18,Ficção / Literatura Estrangeira ,37,63
A Lua dos Namorados,Alice Hoffman,1996,200,Rocco,2.8,6,0,1,0,1,13,7,Romance ,28,72
Cidades de Papel,John Green,2014,256,Intrínseca,3.7,52,1,3,147,3,113,107, Jovem adulto ,12,88
O Caso Rembrandt,Daniel Silva,2012,304,Arqueiro,4.0,260,21,15,0,14,510,401,Romance policial / Suspense e Mistério ,26,74
O Amor Não é Obvio, Elayne Baeta ,2019,392,Galera,4.4,841,156,6,3,87,2,890,Jovem adulto / LGBT / GLS / Literatura Brasileira ,6,94
O Filho de Sobek,Rick Riordan,2013,33,Intrínseca,4.2,3,88,9,7,23,3,5," Os dois se juntam para combater o terrível filho de Sobek, mas as dúvidas são muitas: por que há um monstro egípcio atacando mitos gregos? Será que a união de forças dos dois heróis será suficiente para derrotar a fera? E a mais importante: quem estaria por trás desse terrível evento?Fantasia / Ficção / Literatura Estrangeira ",27,73
O Duque Que Eu Conquistei,Scarlett Peckham,2020,288,Arqueiro,4.1,1,187,5,3,64,2,1,Ficção / Literatura Estrangeira / Romance ,1,99
Sonhei que amava você,Tammy Luciano,2014,296,Valentina,3.6,615,86,32,2,35,1,781,Literatura Brasileira / Romance ,3,97
Coração de Diamante,Paula Toyneti Benalia,2019,112,The,3.9,47,8,0,0,1,515,28,"Em terras brasileiras, Álvaro conseguirá encontrar os tesouros que procura ou descobrirá que outras riquezas podem ter muito mais valor? E Elisa, o diamante mais bruto que já cruzou seu caminho, poderá ser lapidado?Ficção / Literatura Brasileira / Romance ",7,93
Os Arquivos Perdidos: Os Esquecidos,Pittacus Lore,2013,69,Intrínseca,4.4,782,23,1,1,3,1,1,Ficção / Infantojuvenil / Literatura Estrangeira ,31,69
Diário de Uma Paixão,Nicholas Sparks,2017,176,Arqueiro,4.2,28,894,1,96,1,38,83,Romance / Ficção ,6,94
O Futuro de Nós Dois,Jay Asher,2013,384,Record,3.8,3,184,77,4,86,4,5,Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance ,8,92
Garoto Devora Universo,Trent Dalton,2019,416,HarperCollins,4.3,76,13,1,0,8,484,73,Ficção / Literatura Estrangeira ,16,84
Como o Cérebro Cria,David Eagleman,2020,304,Intrínseca,4.4,22,2,1,2,35,1,16,Matemática / Medicina e Saúde / Não-ficção ,22,78
Anjos e Demônios,Dan Brown,2009,474,Sextante,4.3,63,1,2,131,2,65,207,Ficção / Literatura Estrangeira / Suspense e Mistério / Aventura / História / Línguas Estrangeiras / Religião e Espiritualidade / Romance policial ,31,69
Cabala e a arte de preservação da alegria,Nilton Bonder,2020,144,Rocco,0.0,0,0,0,0,0,0,0," Vamos juntos? - MARCELO MADUREIRA, Casseta & Planeta""Autoajuda ",0,100
Hyperbole and A Half,Allie Brosh,2014,224,Planeta,4.3,374,21,1,0,13,380,496,Ficção / Infantojuvenil / Literatura Estrangeira ,16,84
Dançando Sobre Cacos de Vidro,Ka Hancock,2013,336,Arqueiro,4.6,4,432,131,12,349,5,6,Drama / Ficção / Romance ,5,95
Bela Distração,Jamie McGuire,2014,306,Verus,4.3,7,234,39,10,159,4,12,Jovem adulto / Literatura Estrangeira / Romance ,2,98
"Chocolate para arianos, camarão para taurinos",Sabra Ricci,2014,240,Verus,2.6,8,1,1,0,1,25,11,"  Julia Roberts e o marido, Danny ModerCulinária e Gastronomia / Literatura Estrangeira ",12,88
Sem Escolha,Abbi Glines,2018,224,Arqueiro,4.0,708,49,8,0,20,1,961,Ficção / Literatura Estrangeira / Romance ,4,96
Destino La Templanza,María Dueñas,2015,480,Planeta,3.8,124,10,5,0,18,229,177,Literatura Estrangeira / Romance ,6,94
Memórias de Carlota Joaquina,Marsilio Cassotti,2017,328,Editora,3.8,18,2,1,0,10,135,23,"Biografia, Autobiografia, Memórias / História do Brasil / História / Literatura Estrangeira ",20,80
Dez bons conselhos de meu pai,Gustavo Cerbasi,2020,176,Editora,3.9,123,6,5,2,28,664,181,Literatura Brasileira / Não-ficção / Negócios e Empreendedorismo ,42,58
Piadas Nerds,Ivan Baroni,2014,142,Verus,3.7,25,1,0,0,1,24,33,"Humor, Comédia ",44,56
O Circo da Noite,Erin Morgenstern,2012,365,Intrínseca,4.0,4,337,377,11,394,8,6,Ficção / Suspense e Mistério / Fantasia / Línguas Estrangeiras ,13,87
A Caminho de Casa,W. Bruce Cameron,2019,320,HarperCollins,4.4,305,37,15,0,37,1,364,Ficção / Literatura Estrangeira ,12,88
A Garota do Calendário - Novembro,Audrey Carlan,2016,160,Verus,3.8,3,115,19,1,55,2,5, Ela precisará entrar em contato com celebridades  sorte dela que alguns dos amigos que fez em sua jornada estão prontos para ajudá-la!Erótico / Literatura Estrangeira / Romance ,2,98
Sete Contos de Arrepiar,José Flávio Morais,2006,48,Rocco,3.7,9,0,0,0,0,7,11,Contos / Literatura Brasileira / Suspense e Mistério / Terror ,28,72
Harry Potter - O Livro das Varinhas,Monique Peterson,2018,154,Galera,4.4,68,2,0,0,18,291,116,Fantasia / Ficção / Jovem adulto / Literatura Estrangeira ,19,81
"Sangue, Suor e Pixels", Jason Schreier ,2018,304,Harpercollins,4.6,35,0,1,0,14,509,46,Bem estar e lazer / Esportes / Jogos / Literatura Estrangeira / Não-ficção ,44,56
Loucamente Apaixonada Na Livraria dos Corações Solitários,Annie Darling,2019,322,Verus,4.2,685,103,11,1,28,2,807,Chick-lit / Ficção / Literatura Estrangeira / Romance ,2,98
O Homem Mais Feliz da História,Augusto Cury,2017,336,Sextante,4.2,594,48,42,5,260,2,902,Autoajuda / Literatura Brasileira ,24,76
O Vampiro Secreto,L. J. Smith,2010,256,Planeta,3.6,2,113,67,7,45,2,3, Mas que implicações terá a opção de James ao violar as leis do Mundo da Noite?Literatura Estrangeira ,11,89
O potencial erótico de minha mulher,David Foenkinos,2005,152,Rocco,3.5,26,2,0,0,6,39,39,Ficção / Literatura Estrangeira / Romance ,30,70
A História de Olga,Stephanie Williams,2007,360,Rocco,3.9,14,1,3,1,1,44,23,Sunday Telegraph (UK) ,26,74
Segredos para convencer qualquer um de qualquer coisa,Roger Dawson,2019,368,Universo,3.7,10,0,2,0,13,680,19,Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo ,29,71
O Rei,J. R. Ward ,2014,684,Universo,4.6,1,79,31,3,94,1,2, ou será derrotado pelo passado sombrio?Fantasia / Ficção / Literatura Estrangeira / Romance ,4,96
A Rainha dos Condenados,Anne Rice,1990,588,Rocco,4.2,4,97,203,24,209,5,7,Ficção / Romance / Fantasia / Terror ,26,74
"Mulheres Inteligentes, Relações Saudáveis",Augusto Cury,2011,175,Academia,3.9,1,73,180,21,385,3,3,Autoajuda / Literatura Brasileira ,5,95
"Angel: Desastres, Dietas e Sutiãs",Cherry Whytock,2004,188,Rocco,3.2,48,1,1,0,0,44,75,Infantojuvenil ,1,99
A Última Palavra,Tamara Ireland Stone,2020,352,Rocco,4.5,46,14,0,0,7,827,52,Ficção / Jovem adulto / Literatura Estrangeira / Romance ,7,93
A invenção da natureza,Andrea Wulf,2016,600,Editora,4.7,114,15,2,1,44,431,135,Literatura Estrangeira / Não-ficção ,48,52
Um Perfeito Cavalheiro,Julia Quinn,2014,304,Arqueiro,4.4,21,1,59,34,360,8,32, Romance / Ficção / Literatura Estrangeira ,1,99
Os Princípios do Sucesso,Janet Switzer,2007,304,Sextante,4.4,43,0,1,1,23,306,90,"Consagrado pela coleção Histórias para Aquecer o Coração (80 milhões de livros vendidos no mundo) e por sua participação no filme The Secret (O segredo) Jack Canfield utiliza sua experiência para ensinar o caminho das pedras para quem quer identificar suas competências, superar suas fragilidades e chegar aonde sempre sonho ",55,45
Praticamente Inofensiva, Douglas Adams,2006,206,Sextante,4.0,14,263,452,31,540,27,25,Ficção científica / Ficção ,47,53
Um Romance Inesquecível,J. R. Ward ,2014,352,Universo,4.0,749,33,7,0,34,869,1," Enquanto as noites de verão começam a ficar cada vez mais quentes, Grace e Smith precisam enfrentar uma escolha crucial: seguir os mandamentos profissionais para afastá-la do possível assassino ou se entregar ao sentimento dessa paixão ardenteFicção / Literatura Estrangeira / Romance ",2,98
Salmos: Espelho da Alma,Nivea Mallia Cittadino,2015,160,Sextante,4.3,6,1,0,1,8,62,14,Religião e Espiritualidade ,22,78
Scarlet,Marissa Meyer,2014,480,Rocco,4.4,2,195,23,7,101,3,3,Distopia / Ficção científica / Jovem adulto / Literatura Estrangeira / Romance ,6,94
Aprendendo a lidar com a raiva,Thich Nhat Hanh ,2003,160,Sextante,3.8,32,1,3,0,2,78,57,Autoajuda / Religião e Espiritualidade ,33,67
Os Bruzundangas,Lima Barreto,2009,172,Martin,3.5,813,27,99,2,96,559,1,Literatura Brasileira / Romance ,39,61
Rubem Alves Essencial,Rubem Alves,2015,320,Planeta,4.2,105,10,2,1,11,194,142,Autoajuda / Ficção / Literatura Brasileira ,24,76
Amante Vingado,J. R. Ward ,2011,720,Universo,4.5,4,130,32,7,118,3,6,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance ,4,96
A Garota do Calendário - Outubro,Audrey Carlan,2016,160,Verus,3.7,3,141,24,4,60,2,5,Erótico / Literatura Estrangeira / Romance ,2,98
Espírito Errante,Michelle Paver,2007,288,Rocco,4.3,393,11,1,0,10,659,595,Aventura ,40,60
O Quarto Reino,Francesc Miralles,2009,384,Planeta,3.1,47,1,3,0,2,31,74,brFicção ,42,58
Manual de limpeza de um monge budista,Matsumoto Shoukei,2020,176,Editora,3.6,231,28,0,1,36,974,321,Autoajuda / Não-ficção / Religião e Espiritualidade ,21,79
World of Warcraft - Antes da Tempestade,Christie Golden,2019,308,Galera,4.5,11,0,0,0,0,58,13, Mas será que Renegados e humanos podem deixar seu ódio mútuo para trás?Aventura / Fantasia / Literatura Estrangeira ,51,49
As leis fundamentais da estupidez humana,Carlos M. Cipolla,2020,96,Editora,4.0,65,6,2,1,10,489,66,"Economia, Finanças / Literatura Estrangeira / Política ",34,66
Terceiro Reich no Poder,Richard J. Evans,2017,1040,Editora,4.7,85,3,1,3,32,645,117,História / História Geral / Literatura Estrangeira / Não-ficção / Política / Romance / Sociologia ,65,35
Ariel,Sylvia Plath,2018,208,Verus,4.4,383,22,10,7,34,991,623,"Literatura Estrangeira / Poemas, poesias ",18,82
Por que fazemos o que fazemos?,Mario Sergio Cortella,2017,192,Planeta,3.9,55,3,3,0,7,45,80,Autoajuda ,35,65
A Regra é Não Ter Regras,Reed Hastings,2020,352,Intrínseca,4.4,40,5,1,0,21,378,14,História / Literatura Estrangeira / Não-ficção ,33,67
A Moreninha,Joaquim Manuel de Macedo,2009,184,Martin,3.6,21,409,1,50,378,4,96,Literatura Brasileira / Romance ,18,82
Um Novo Amanhã,Nora Roberts,2016,320,Arqueiro,4.1,1,102,12,1,45,1,1,Romance / Literatura Estrangeira ,2,98
J.R.R. Tolkien - Uma Biografia,Humphrey Carpenter,2018,384,HarperCollins,4.6,324,29,4,0,46,633,405,"Biografia, Autobiografia, Memórias ",46,54
Alerta Vermelho,Bill Browder,2016,408,Intrínseca,4.4,88,8,7,0,11,335,108,"Biografia, Autobiografia, Memórias / Literatura Estrangeira ",36,64
Noite em Caracas,Karina Sainz Borgo,2019,240,Intrínseca,3.8,237,43,4,0,19,828,266,Ficção / Literatura Estrangeira / Romance ,21,79
Pó de Lua nas noites em claro,Clarice Freire,2016,208,Intrínseca,4.1,1,52,1,3,23,1,1,"	Fenômeno nas redes sociais, com mais de 1,2 milhão de seguidores no FacebookLiteratura Brasileira / Poemas, poesias ",8,92
Os jogadores,Vinícius Pinheiro,2019,240,Editora,3.7,9,2,0,0,0,17,3,Ficção / Literatura Brasileira / Romance ,63,37
Nicolau & Alexandra,Robert K. Massie,2014,608,Rocco,4.6,172,22,5,0,45,1,249,"Biografia, Autobiografia, Memórias / História / História Geral ",16,84
"Felizmente, o Leite",Neil Gaiman,2016,128,Rocco,4.2,1,61,1,1,15,512,1,Infantojuvenil ,26,74
Na Escuridão da Floresta,Eliza Wass,2017,210,Verus,3.6,188,18,2,0,9,1,234,Ficção / Jovem adulto / Literatura Estrangeira ,11,89
Como Motivar Sua Equipe,ANNE BRUCE,2006,80,Sextante,3.4,139,6,5,1,15,212,242," Veja as principais dicas para manter em alta o entusiasmo, a energia e o moral de sua equipe:Transformar colaboradores em parceiros - Encorajar o gerenciamento de riscosCriar uma política de incentivos e recompensas - Delegar poderEstabelecer uma relação de confiança - Manter alto o moral da equipeEncorajar a responsabilidade - Atacar tudo que diminui a motivaçãoEstimular os melhores talentos a ficarem na empresa ",49,51
O Outro Lado da Noite: Filme Noir,A.C. Gomes de Mattos,2001,255,Rocco,3.5,11,0,1,0,1,36,17,Artes / Cinema ,49,51
Shadowspell,Jenna Black,2012,280,Universo,4.0,958,59,20,0,20,2,1,Fantasia ,6,94
O Livro dos Horrores,Diane Hoh,2005,178,Rocco,3.6,78,1,2,0,1,68,134,Infantojuvenil / Suspense e Mistério ,16,84
Confie em Mim,Harlan Coben,2009,320,Arqueiro,4.2,11,515,243,19,480,9,19,Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ,17,83
Satanás,Mario Mendoza,2009,280,Planeta,4.0,71,6,1,0,2,63,102,Ficção / Literatura Estrangeira / Romance ,54,46
armadilha aerea,Michael Crichton,1996,440,Rocco,3.7,187,2,8,1,1,89,348," Três passageiros mortos e 56 feridos e muitas dúvidas: terá sido uma falha do projeto, um erro do piloto ou uma sabotagem? ",53,47
Coraline : Graphic Novel,Neil Gaiman,2010,190,Rocco,4.3,21,1,204,68,1,27,33,Infantojuvenil / Literatura Estrangeira / Suspense e Mistério / Fantasia / Ficção / Terror / Aventura / Ficção científica / Horror ,19,81
A Senhora de Avalon,Marion Zimmer Bradley,1998,503,Rocco,4.1,1,26,58,3,51,1,2,Ficção / Fantasia / Literatura Estrangeira / Romance ,18,82
O ladrão de raios,Rick Riordan,2009,310,Intrínseca,4.4,106,3,2,715,4,65,299,Infantojuvenil ,27,73
Arcanjo,William Gibson,2019,144,Editora,4.2,15,1,0,0,2,359,18,"  Paste MagazineDistopia / Ficção científica / HQ, comics, mangá ",33,67
A vida antes do homem,Margaret Atwood,2005,352,Rocco,3.7,33,1,4,0,2,185,51,Ficção / Literatura Estrangeira / Romance ,15,85
O Pecado de Christine,Benjamin Black,2011,364,Rocco,3.0,44,5,4,0,2,282,66,Romance policial ,18,82
Era Uma Vez Um Corredor,John L. Parker Jr.,2011,248,Intrínseca,3.3,147,13,46,1,27,432,211,Literatura Estrangeira ,29,71
Limite,Saulo Pereira de Mello,1996,112,Rocco,4.7,6,0,0,0,0,6,11,com) ,70,30
À Espera de um Milagre,Stephen King,2004,232,Planeta,4.6,6,256,244,12,344,10,12,Drama / Ficção / Literatura Estrangeira / Romance / Suspense e Mistério ,33,67
Fabricando chocolate,Alice Granato,2015,168,Sextante,4.6,4,1,0,0,1,45,4,Artes ,28,72
O DESFILE DA ZEBRA,Paula Browne,2012,36,Editora,0.0,0,0,1,0,2,37,3, Esta temporada vai ser um sucesso! ,3,97
Este é meu Credo,Fuentes,2006,304,Rocco,4.3,3,0,0,0,0,3,4,Deus e o mundo segundo Carlos Fuentes ,30,70
A crise dos 25,Alexandra Robbins,2004,160,Sextante,3.1,55,3,3,0,8,121,93,Autoajuda / Psicologia ,19,81
Frank Einstein e o eletrodedo ,Jon Scieszka ,2015,176,Intrínseca,4.3,14,0,0,0,1,51,15, Chimp!Infantojuvenil ,38,63
Grandes Dias e outras Histórias,Donald Barthelme,2019,304,Rocco,5.0,1,0,1,0,0,238,1,Contos ,24,76
Espiritualidade: um Caminho de Transformação,Leonardo Boff,2001,94,Sextante,4.0,92,0,1,1,17,349,234,""" ",40,60
Feche Bem os Olhos,John Verdon,2012,432,Arqueiro,4.3,1,59,31,1,73,2,1,Literatura Estrangeira / Romance policial ,21,79
Sprint - Livro Digital,Jake Knapp,2017,288,Intrínseca,4.2,389,26,35,5,205,1,615,Design / Literatura Estrangeira / Não-ficção ,49,51
Pó de Lua ,Clarice Freire,2014,192,Intrínseca,4.3,3,130,10,14,127,4,6,"Literatura Brasileira / Poemas, poesias ",8,92
um Click Para o Amor,M.S. Fayes,2019,132,The,4.5,37,4,0,0,2,587,42,Ficção / Literatura Brasileira / Romance ,7,93
Um Lugar Bem Longe Daqui,Delia Owens,2019,336,Intrínseca,4.5,6,1,102,3,633,13,7,Drama / Ficção / Literatura Estrangeira ,9,91
A verdade segundo Ginny Moon,Benjamin Ludwig,2020,336,Verus,4.1,39,11,3,0,4,165,28," ― Library Journal""Ficção / Infantojuvenil / Literatura Estrangeira / Romance ",6,94
Ghosts,M.S. Fayes,2020,210,The,4.7,26,2,0,0,3,320,29,Drama / Literatura Brasileira / Romance ,13,87
O Crime Descompensa,Nilton Bonder,2012,128,Rocco,4.4,4,0,1,0,0,12,9," Ao tratar de questões como crime, corrupção e injustiça, o autor dá a sua contribuição para uma sociedade madura, capaz de realizar plenamente suas potencialidades e fazer com que sua cultura e seu legado civilizatório transcendam a dimensão da imposição e da disciplina ",48,52
Frantumaglia,Elena Ferrante,2017,416,Intrínseca,4.4,120,12,3,0,33,1,162,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção ",14,86
Once Upon a Time,Irmãos Grimm,2017,160,Planeta,2.5,3,0,0,0,0,12,1,Ficção / Infantojuvenil / Literatura Estrangeira ,5,95
Mistérios Noturnos,J. R. Ward ,2012,416,Universo,3.6,773,29,33,3,52,1,1,Ward)Romance ,8,92
Beemote: A Revolução,Scott Westerfeld,2013,432,Galera,4.4,346,15,9,0,26,1,490, e que estão sendo perseguidos!Fantasia ,37,63
O Navio dos Mortos,Rick Riordan,2017,368,Intrínseca,4.5,3,179,22,5,236,5,4, Mas o maior desafio de Magnus será enfrentar as próprias inseguranças: será que ele vai conseguir derrotar o deus da trapaça em seu próprio jogo?Fantasia / Ficção / Jovem adulto / Literatura Estrangeira ,24,76
Fury,Laurann Dohner,2015,368,Universo,4.3,1,84,7,13,23,627,2,Erótico / Ficção / Literatura Estrangeira / Romance ,2,98
Boa Garota,Jana Aston,2019,235,AllBook,3.5,171,26,2,0,5,156,171,Erótico / Literatura Estrangeira / Romance ,1,99
Água Viva,Clarice Lispector,2017,96,Rocco,4.3,3,155,215,34,273,3,6,Literatura Brasileira / Ficção / Romance ,26,74
O Despertar de uma Nova Consciência,Eckhart Tolle,2007,272,Sextante,4.4,641,50,33,17,255,1,1, Psicologia ,30,70
O Paraíso dos Porcos,Kitty Fitzgerald,2007,263,Rocco,4.5,21,0,1,0,2,8,29,Literatura Estrangeira / Romance ,20,80
Ansiedade Corporativa,Adriano Silva,2015,272,Rocco,3.1,11,1,2,0,6,86,6,Negócios e Empreendedorismo ,39,61
A Conspiração Franciscana,John Sack,2007,448,Sextante,3.6,2,104,483,8,220,1,3,Ficção / História ,36,64
O Sal da Vida,Françoise Héritier,2013,108,Valentina,3.3,598,60,31,1,43,813,899," Nesta meditação, nesta espécie de poema em prosa em homenagem à vida, totalmente íntimo e sensorial, a renomada antropóloga Françoise Héritier vai atrás das pequenas coisas agradáveis (às vezes nem tanto) às quais aspira o mais profundo do nosso ser: as imagens e as emoções, os momentos marcados de recordações que dão sabor à vida, que a tornam mais rica e mais interessante do que muitas vezes acreditamos que ela seja, e que nada nem ninguém poderá nos tirar, nunca, jamais!Literatura Estrangeira / Romance ",10,90
As Aventuras de Sherlock Holmes,Sir Arthur Conan Doyle,2011,284,Martin,4.4,6,165,197,23,828,5,13,Aventura / Contos / Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ,34,66
